SIMID;STATEX;STATEY;BALLX;BALLY;ACTION;REWARD
30;0;2;18;6;UP;-2
30;0;3;19;5;DOWN;1
30;0;4;20;4;DOWN;1
30;0;5;19;3;DOWN;-2
30;0;6;18;2;DOWN;-4
30;0;5;17;1;UP;-4
30;0;6;16;0;DOWN;-6
30;0;5;15;1;UP;-4
30;0;4;14;2;UP;-2
30;0;3;13;3;UP;1
30;0;2;12;4;UP;1
30;0;1;11;5;UP;-2
30;0;0;10;6;UP;-4
30;0;0;9;7;NONE;-5
30;0;1;8;8;DOWN;-5
30;0;2;7;9;DOWN;-5
30;0;1;6;8;UP;-5
30;0;2;5;7;DOWN;-3
30;0;3;4;6;DOWN;-1
30;0;4;3;5;DOWN;1
30;0;3;2;4;UP;1
30;0;2;1;3;UP;1
30;0;1;0;2;UP;10
30;0;2;1;1;DOWN;-1
30;0;3;2;0;DOWN;-3
30;0;4;3;1;DOWN;-3
30;0;3;4;2;UP;-1
30;0;4;5;3;DOWN;-1
30;0;3;6;4;UP;1
30;0;2;7;5;UP;-1
30;0;1;8;6;UP;-3
30;0;0;9;7;UP;-5
30;0;1;10;8;DOWN;-5
30;0;2;11;9;DOWN;-5
30;0;1;12;8;UP;-5
30;0;2;13;7;DOWN;-3
30;0;1;14;6;UP;-3
30;0;0;15;5;UP;-3
30;0;1;16;4;DOWN;-1
30;0;2;17;3;DOWN;1
30;0;1;18;2;UP;1
30;0;2;19;1;DOWN;-1
31;0;0;4;4;NONE;-2
31;0;0;5;5;NONE;-3
31;0;1;6;6;DOWN;-3
31;0;2;7;7;DOWN;-3
31;0;3;8;8;DOWN;-3
31;0;2;9;9;UP;-5
31;0;3;10;8;DOWN;-3
31;0;4;11;7;DOWN;-1
31;0;5;12;6;DOWN;1
31;0;6;13;5;DOWN;-1
31;0;5;14;4;UP;-1
31;0;6;15;3;DOWN;-3
31;0;7;16;2;DOWN;-5
31;0;6;17;1;UP;-5
31;0;7;18;0;DOWN;-7
31;0;6;19;1;UP;-5
31;0;7;20;2;DOWN;-5
31;0;6;19;3;UP;-3
31;0;5;18;4;UP;-1
31;0;6;17;5;DOWN;-1
31;0;7;16;6;DOWN;-1
31;0;6;15;7;UP;1
31;0;5;14;8;UP;-1
31;0;6;13;9;DOWN;-1
31;0;5;12;8;UP;-1
31;0;6;11;7;DOWN;1
31;0;7;10;6;DOWN;-1
31;0;7;9;5;NONE;-2
31;0;6;8;4;UP;-2
31;0;7;7;3;DOWN;-4
31;0;7;6;2;NONE;-5
31;0;7;5;1;NONE;-6
31;0;7;4;0;NONE;-7
31;0;6;3;1;UP;-5
31;0;5;2;2;UP;-3
31;0;4;1;3;UP;-1
31;0;5;0;4;DOWN;-10
31;0;4;1;5;UP;1
31;0;5;2;6;DOWN;1
31;0;6;3;7;DOWN;1
31;0;7;4;8;DOWN;1
31;0;7;5;9;NONE;1
31;0;6;6;8;UP;1
31;0;7;7;7;DOWN;1
31;0;7;8;6;NONE;-1
31;0;7;9;5;NONE;-2
31;0;6;10;4;UP;-2
31;0;7;11;3;DOWN;-4
31;0;7;12;2;NONE;-5
31;0;6;13;1;UP;-5
31;0;5;14;0;UP;-5
31;0;6;15;1;DOWN;-5
31;0;7;16;2;DOWN;-5
31;0;7;17;3;NONE;-4
31;0;7;18;4;NONE;-3
31;0;6;19;5;UP;-1
31;0;7;20;6;DOWN;-1
31;0;6;19;7;UP;1
31;0;7;18;8;DOWN;1
31;0;7;17;9;NONE;1
31;0;6;16;8;UP;1
31;0;5;15;7;UP;1
31;0;4;14;6;UP;1
31;0;3;13;5;UP;1
31;0;2;12;4;UP;1
31;0;1;11;3;UP;1
31;0;2;10;2;DOWN;1
31;0;3;9;1;DOWN;-2
31;0;2;8;0;UP;-2
31;0;1;7;1;UP;1
31;0;2;6;2;DOWN;1
31;0;3;5;3;DOWN;1
31;0;4;4;4;DOWN;1
31;0;5;3;5;DOWN;1
31;0;6;2;6;DOWN;1
31;0;5;1;7;UP;1
31;0;4;0;8;UP;-10
31;0;5;1;9;DOWN;-2
31;0;4;2;8;UP;-2
31;0;5;3;7;DOWN;1
31;0;4;4;6;UP;1
31;0;5;5;5;DOWN;1
31;0;6;6;4;DOWN;-2
31;0;5;7;3;UP;-2
31;0;6;8;2;DOWN;-4
31;0;5;9;1;UP;-4
31;0;4;10;0;UP;-4
31;0;5;11;1;DOWN;-4
31;0;4;12;2;UP;-2
31;0;3;13;3;UP;1
31;0;2;14;4;UP;1
31;0;3;15;5;DOWN;1
31;0;2;16;6;UP;-2
31;0;3;17;7;DOWN;-2
31;0;2;18;8;UP;-4
31;0;1;19;9;UP;-6
31;0;2;20;8;DOWN;-4
31;0;1;19;7;UP;-4
31;0;0;18;6;UP;-4
31;0;1;17;5;DOWN;-2
31;0;0;16;4;UP;-2
31;0;0;15;3;NONE;-1
31;0;1;14;2;DOWN;1
31;0;2;13;1;DOWN;-1
31;0;3;12;0;DOWN;-3
31;0;2;11;1;UP;-1
31;0;3;10;2;DOWN;-1
31;0;4;9;3;DOWN;-1
31;0;3;8;4;UP;1
31;0;4;7;5;DOWN;1
31;0;3;6;6;UP;-1
31;0;4;5;7;DOWN;-1
31;0;3;4;8;UP;-3
31;0;2;3;9;UP;-5
31;0;1;2;8;UP;-5
31;0;0;1;7;UP;-5
31;0;1;0;6;DOWN;-10
31;0;2;1;5;DOWN;-1
31;0;3;2;4;DOWN;1
31;0;2;3;3;UP;1
31;0;3;4;2;DOWN;-1
31;0;4;5;1;DOWN;-3
31;0;3;6;0;UP;-3
31;0;2;7;1;UP;-1
31;0;1;8;2;UP;1
31;0;0;9;3;UP;-1
31;0;1;10;4;DOWN;-1
31;0;0;11;5;UP;-3
31;0;1;12;6;DOWN;-3
31;0;2;13;7;DOWN;-3
31;0;1;14;8;UP;-5
31;0;2;15;9;DOWN;-5
31;0;3;16;8;DOWN;-3
31;0;4;17;7;DOWN;-1
31;0;3;18;6;UP;-1
31;0;4;19;5;DOWN;1
31;0;3;20;4;UP;1
31;0;4;19;3;DOWN;-1
31;0;3;18;2;UP;-1
31;0;2;17;1;UP;-1
31;0;3;16;0;DOWN;-3
31;0;2;15;1;UP;-1
31;0;3;14;2;DOWN;-1
31;0;2;13;3;UP;1
31;0;1;12;4;UP;-1
31;0;2;11;5;DOWN;-1
31;0;1;10;6;UP;-3
31;0;2;9;7;DOWN;-3
31;0;3;8;8;DOWN;-3
31;0;4;7;9;DOWN;-3
31;0;3;6;8;UP;-3
31;0;4;5;7;DOWN;-1
31;0;5;4;6;DOWN;1
31;0;6;3;5;DOWN;-1
31;0;5;2;4;UP;-1
31;0;6;1;3;DOWN;-3
31;0;5;0;2;UP;-10
31;0;6;1;1;DOWN;-5
31;0;5;2;0;UP;-5
31;0;4;3;1;UP;-3
31;0;3;4;2;UP;-1
31;0;4;5;3;DOWN;-1
31;0;3;6;4;UP;1
31;0;4;7;5;DOWN;1
31;0;3;8;6;UP;-1
31;0;2;9;7;UP;-3
31;0;3;10;8;DOWN;-3
31;0;2;11;9;UP;-5
31;0;1;12;8;UP;-5
31;0;2;13;7;DOWN;-3
31;0;3;14;6;DOWN;-1
31;0;2;15;5;UP;-1
31;0;3;16;4;DOWN;1
31;0;2;17;3;UP;1
31;0;1;18;2;UP;1
31;0;0;19;1;UP;1
31;0;0;20;0;NONE;1
31;0;0;19;1;NONE;1
31;0;0;18;2;NONE;1
31;0;0;17;3;NONE;-1
31;0;1;16;4;DOWN;-1
31;0;0;15;5;UP;-3
31;0;1;14;6;DOWN;-3
31;0;2;13;7;DOWN;-3
31;0;1;12;8;UP;-5
31;0;2;11;9;DOWN;-5
31;0;1;10;8;UP;-5
31;0;0;9;7;UP;-5
31;0;1;8;6;DOWN;-3
31;0;2;7;5;DOWN;-1
31;0;1;6;4;UP;-1
31;0;0;5;3;UP;-1
31;0;0;4;2;NONE;1
31;0;1;3;1;DOWN;1
31;0;0;2;0;UP;1
31;0;1;1;1;DOWN;1
31;0;2;0;2;DOWN;10
31;0;1;1;3;UP;1
31;0;2;2;4;DOWN;1
31;0;3;3;5;DOWN;1
31;0;4;4;6;DOWN;1
31;0;3;5;7;UP;-2
31;0;2;6;8;UP;-4
31;0;3;7;9;DOWN;-4
31;0;4;8;8;DOWN;-2
31;0;3;9;7;UP;-2
31;0;4;10;6;DOWN;1
31;0;3;11;5;UP;1
31;0;4;12;4;DOWN;1
31;0;3;13;3;UP;1
31;0;2;14;2;UP;1
31;0;1;15;1;UP;1
31;0;0;16;0;UP;1
31;0;0;17;1;NONE;1
31;0;0;18;2;NONE;1
31;0;1;19;3;DOWN;1
31;0;2;20;4;DOWN;1
31;0;3;19;5;DOWN;1
31;0;2;18;6;UP;-2
31;0;3;17;7;DOWN;-2
31;0;4;16;8;DOWN;-2
31;0;5;15;9;DOWN;-2
31;0;6;14;8;DOWN;1
31;0;7;13;7;DOWN;1
31;0;7;12;6;NONE;-1
31;0;7;11;5;NONE;-2
31;0;7;10;4;NONE;-3
31;0;6;9;3;UP;-3
31;0;5;8;2;UP;-3
31;0;4;7;1;UP;-3
31;0;3;6;0;UP;-3
31;0;2;5;1;UP;-1
31;0;1;4;2;UP;1
31;0;0;3;3;UP;-1
31;0;1;2;4;DOWN;-1
31;0;0;1;5;UP;-3
32;0;0;4;4;NONE;-2
32;0;0;5;5;NONE;-3
32;0;1;6;6;DOWN;-3
32;0;2;7;7;DOWN;-3
32;0;3;8;8;DOWN;-3
32;0;2;9;9;UP;-5
32;0;3;10;8;DOWN;-3
32;0;4;11;7;DOWN;-1
32;0;3;12;6;UP;-1
32;0;4;13;5;DOWN;1
32;0;5;14;4;DOWN;-1
32;0;4;15;3;UP;-1
32;0;5;16;2;DOWN;-3
32;0;4;17;1;UP;-3
32;0;3;18;0;UP;-3
32;0;4;19;1;DOWN;-3
32;0;3;20;2;UP;-1
32;0;2;19;3;UP;1
32;0;3;18;4;DOWN;1
32;0;4;17;5;DOWN;1
32;0;3;16;6;UP;-1
32;0;2;15;7;UP;-3
32;0;1;14;8;UP;-5
32;0;0;13;9;UP;-7
32;0;1;12;8;DOWN;-5
32;0;2;11;7;DOWN;-3
32;0;3;10;6;DOWN;-1
32;0;2;9;5;UP;-1
32;0;3;8;4;DOWN;1
32;0;4;7;3;DOWN;-1
32;0;5;6;2;DOWN;-3
32;0;4;5;1;UP;-3
32;0;3;4;0;UP;-3
32;0;2;3;1;UP;-1
32;0;3;2;2;DOWN;-1
32;0;4;1;3;DOWN;-1
32;0;5;0;4;DOWN;-10
32;0;4;1;5;UP;1
32;0;3;2;6;UP;-1
32;0;4;3;7;DOWN;-1
32;0;3;4;8;UP;-3
32;0;4;5;9;DOWN;-3
32;0;3;6;8;UP;-3
32;0;4;7;7;DOWN;-1
32;0;5;8;6;DOWN;1
32;0;4;9;5;UP;1
32;0;5;10;4;DOWN;-1
32;0;4;11;3;UP;-1
32;0;3;12;2;UP;-1
32;0;2;13;1;UP;-1
32;0;3;14;0;DOWN;-3
32;0;2;15;1;UP;-1
32;0;1;16;2;UP;1
32;0;0;17;3;UP;-1
32;0;1;18;4;DOWN;-1
32;0;0;19;5;UP;-3
32;0;0;20;6;NONE;-4
32;0;1;19;7;DOWN;-4
32;0;2;18;8;DOWN;-4
32;0;1;17;9;UP;-6
32;0;2;16;8;DOWN;-4
32;0;1;15;7;UP;-4
32;0;0;14;6;UP;-4
32;0;0;13;5;NONE;-3
32;0;1;12;4;DOWN;-1
32;0;2;11;3;DOWN;1
32;0;3;10;2;DOWN;-1
32;0;2;9;1;UP;-1
32;0;1;8;0;UP;-1
32;0;0;7;1;UP;1
32;0;1;6;2;DOWN;1
32;0;2;5;3;DOWN;1
32;0;3;4;4;DOWN;1
32;0;4;3;5;DOWN;1
32;0;3;2;6;UP;-1
32;0;4;1;7;DOWN;-1
32;0;3;0;8;UP;-10
32;0;4;1;9;DOWN;-3
32;0;3;2;8;UP;-3
32;0;4;3;7;DOWN;-1
32;0;5;4;6;DOWN;1
32;0;4;5;5;UP;1
32;0;3;6;4;UP;1
32;0;2;7;3;UP;1
32;0;3;8;2;DOWN;-1
32;0;2;9;1;UP;-1
32;0;3;10;0;DOWN;-3
32;0;2;11;1;UP;-1
32;0;1;12;2;UP;1
32;0;2;13;3;DOWN;1
32;0;3;14;4;DOWN;1
32;0;4;15;5;DOWN;1
32;0;3;16;6;UP;-1
32;0;2;17;7;UP;-3
32;0;1;18;8;UP;-5
32;0;0;19;9;UP;-7
32;0;0;20;8;NONE;-6
32;0;0;19;7;NONE;-5
32;0;0;18;6;NONE;-4
32;0;1;17;5;DOWN;-2
32;0;0;16;4;UP;-2
32;0;0;15;3;NONE;-1
32;0;0;14;2;NONE;1
32;0;1;13;1;DOWN;1
32;0;2;12;0;DOWN;-2
32;0;1;11;1;UP;1
32;0;0;10;2;UP;1
32;0;1;9;3;DOWN;1
32;0;0;8;4;UP;-2
32;0;0;7;5;NONE;-3
32;0;1;6;6;DOWN;-3
32;0;2;5;7;DOWN;-3
32;0;1;4;8;UP;-5
32;0;2;3;9;DOWN;-5
32;0;1;2;8;UP;-5
32;0;0;1;7;UP;-5
32;0;0;0;6;NONE;-10
32;0;0;1;5;NONE;-3
32;0;0;2;4;NONE;-2
32;0;1;3;3;DOWN;1
32;0;0;4;2;UP;1
32;0;1;5;1;DOWN;1
32;0;0;6;0;UP;1
32;0;0;7;1;NONE;1
32;0;0;8;2;NONE;1
32;0;0;9;3;NONE;-1
32;0;0;10;4;NONE;-2
32;0;1;11;5;DOWN;-2
32;0;0;12;6;UP;-4
32;0;1;13;7;DOWN;-4
32;0;2;14;8;DOWN;-4
32;0;1;15;9;UP;-6
32;0;0;16;8;UP;-6
32;0;1;17;7;DOWN;-4
32;0;2;18;6;DOWN;-2
32;0;3;19;5;DOWN;1
32;0;2;20;4;UP;1
32;0;3;19;3;DOWN;1
32;0;4;18;2;DOWN;-2
32;0;5;17;1;DOWN;-4
32;0;6;16;0;DOWN;-6
32;0;5;15;1;UP;-4
32;0;4;14;2;UP;-2
32;0;3;13;3;UP;1
32;0;2;12;4;UP;1
32;0;1;11;5;UP;-2
32;0;0;10;6;UP;-4
32;0;0;9;7;NONE;-5
32;0;0;8;8;NONE;-6
32;0;1;7;9;DOWN;-6
32;0;2;6;8;DOWN;-4
32;0;1;5;7;UP;-4
32;0;0;4;6;UP;-4
32;0;1;3;5;DOWN;-2
32;0;0;2;4;UP;-2
32;0;1;1;3;DOWN;1
32;0;2;0;2;DOWN;10
32;0;3;1;1;DOWN;-2
32;0;2;2;0;UP;-2
32;0;1;3;1;UP;1
32;0;0;4;2;UP;1
32;0;1;5;3;DOWN;1
32;0;0;6;4;UP;-2
32;0;0;7;5;NONE;-3
32;0;0;8;6;NONE;-4
32;0;0;9;7;NONE;-5
32;0;0;10;8;NONE;-6
32;0;0;11;9;NONE;-7
32;0;0;12;8;NONE;-6
32;0;1;13;7;DOWN;-4
32;0;2;14;6;DOWN;-2
32;0;3;15;5;DOWN;1
32;0;2;16;4;UP;1
32;0;3;17;3;DOWN;1
32;0;2;18;2;UP;1
32;0;3;19;1;DOWN;-2
32;0;4;20;0;DOWN;-4
32;0;5;19;1;DOWN;-4
32;0;6;18;2;DOWN;-4
32;0;5;17;3;UP;-2
32;0;6;16;4;DOWN;-2
32;0;5;15;5;UP;1
32;0;6;14;6;DOWN;1
32;0;5;13;7;UP;1
32;0;4;12;8;UP;-2
32;0;5;11;9;DOWN;-2
32;0;4;10;8;UP;-2
32;0;3;9;7;UP;-2
32;0;2;8;6;UP;-2
32;0;1;7;5;UP;-2
32;0;0;6;4;UP;-2
32;0;0;5;3;NONE;-1
32;0;0;4;2;NONE;1
32;0;0;3;1;NONE;1
32;0;1;2;0;DOWN;-1
32;0;0;1;1;UP;1
32;0;0;0;2;NONE;10
32;0;0;1;3;NONE;-1
32;0;0;2;4;NONE;-2
32;0;1;3;5;DOWN;-2
32;0;0;4;6;UP;-4
32;0;0;5;7;NONE;-5
32;0;1;6;8;DOWN;-5
32;0;0;7;9;UP;-7
32;0;1;8;8;DOWN;-5
32;0;2;9;7;DOWN;-3
32;0;3;10;6;DOWN;-1
32;0;2;11;5;UP;-1
32;0;1;12;4;UP;-1
32;0;2;13;3;DOWN;1
32;0;3;14;2;DOWN;-1
32;0;2;15;1;UP;-1
32;0;3;16;0;DOWN;-3
32;0;4;17;1;DOWN;-3
32;0;5;18;2;DOWN;-3
32;0;6;19;3;DOWN;-3
33;0;0;4;4;NONE;-2
33;0;1;5;5;DOWN;-2
33;0;2;6;6;DOWN;-2
33;0;1;7;7;UP;-4
33;0;0;8;8;UP;-6
33;0;1;9;9;DOWN;-6
33;0;0;10;8;UP;-6
33;0;1;11;7;DOWN;-4
33;0;2;12;6;DOWN;-2
33;0;1;13;5;UP;-2
33;0;2;14;4;DOWN;1
33;0;3;15;3;DOWN;1
33;0;4;16;2;DOWN;-2
33;0;3;17;1;UP;-2
33;0;2;18;0;UP;-2
33;0;1;19;1;UP;1
33;0;2;20;2;DOWN;1
33;0;3;19;3;DOWN;1
33;0;2;18;4;UP;1
33;0;3;17;5;DOWN;1
33;0;4;16;6;DOWN;1
33;0;5;15;7;DOWN;1
33;0;6;14;8;DOWN;1
33;0;5;13;9;UP;-2
33;0;6;12;8;DOWN;1
33;0;7;11;7;DOWN;1
33;0;6;10;6;UP;1
33;0;5;9;5;UP;1
33;0;4;8;4;UP;1
33;0;3;7;3;UP;1
33;0;2;6;2;UP;1
33;0;3;5;1;DOWN;-2
33;0;2;4;0;UP;-2
33;0;3;3;1;DOWN;-2
33;0;2;2;2;UP;1
33;0;1;1;3;UP;1
33;0;2;0;4;DOWN;10
33;0;3;1;5;DOWN;1
33;0;2;2;6;UP;-2
33;0;3;3;7;DOWN;-2
33;0;2;4;8;UP;-4
33;0;1;5;9;UP;-6
33;0;2;6;8;DOWN;-4
33;0;3;7;7;DOWN;-2
33;0;2;8;6;UP;-2
33;0;1;9;5;UP;-2
33;0;0;10;4;UP;-2
33;0;1;11;3;DOWN;1
33;0;0;12;2;UP;1
33;0;0;13;1;NONE;1
33;0;1;14;0;DOWN;-1
33;0;0;15;1;UP;1
33;0;0;16;2;NONE;1
33;0;1;17;3;DOWN;1
33;0;2;18;4;DOWN;1
33;0;1;19;5;UP;-2
33;0;2;20;6;DOWN;-2
33;0;3;19;7;DOWN;-2
33;0;4;18;8;DOWN;-2
33;0;3;17;9;UP;-4
33;0;2;16;8;UP;-4
33;0;1;15;7;UP;-4
33;0;0;14;6;UP;-4
33;0;1;13;5;DOWN;-2
33;0;0;12;4;UP;-2
33;0;0;11;3;NONE;-1
33;0;0;10;2;NONE;1
33;0;1;9;1;DOWN;1
33;0;0;8;0;UP;1
33;0;0;7;1;NONE;1
33;0;0;6;2;NONE;1
33;0;1;5;3;DOWN;1
33;0;2;4;4;DOWN;1
33;0;1;3;5;UP;-2
33;0;0;2;6;UP;-4
33;0;0;1;7;NONE;-5
33;0;1;0;8;DOWN;-10
33;0;2;1;9;DOWN;-5
33;0;1;2;8;UP;-5
33;0;2;3;7;DOWN;-3
33;0;1;4;6;UP;-3
33;0;0;5;5;UP;-3
33;0;1;6;4;DOWN;-1
33;0;2;7;3;DOWN;1
33;0;1;8;2;UP;1
33;0;2;9;1;DOWN;-1
33;0;1;10;0;UP;-1
33;0;2;11;1;DOWN;-1
33;0;1;12;2;UP;1
33;0;0;13;3;UP;-1
33;0;0;14;4;NONE;-2
33;0;1;15;5;DOWN;-2
33;0;0;16;6;UP;-4
33;0;0;17;7;NONE;-5
33;0;1;18;8;DOWN;-5
33;0;0;19;9;UP;-7
33;0;0;20;8;NONE;-6
33;0;1;19;7;DOWN;-4
33;0;0;18;6;UP;-4
33;0;1;17;5;DOWN;-2
33;0;0;16;4;UP;-2
33;0;0;15;3;NONE;-1
33;0;1;14;2;DOWN;1
33;0;0;13;1;UP;1
33;0;1;12;0;DOWN;-1
33;0;0;11;1;UP;1
33;0;1;10;2;DOWN;1
33;0;2;9;3;DOWN;1
33;0;1;8;4;UP;-1
33;0;2;7;5;DOWN;-1
33;0;1;6;6;UP;-3
33;0;0;5;7;UP;-5
33;0;1;4;8;DOWN;-5
33;0;0;3;9;UP;-7
33;0;0;2;8;NONE;-6
33;0;0;1;7;NONE;-5
33;0;0;0;6;NONE;-10
33;0;1;1;5;DOWN;-2
33;0;2;2;4;DOWN;1
33;0;1;3;3;UP;1
33;0;0;4;2;UP;1
33;0;1;5;1;DOWN;1
33;0;0;6;0;UP;1
33;0;0;7;1;NONE;1
33;0;1;8;2;DOWN;1
33;0;2;9;3;DOWN;1
33;0;1;10;4;UP;-1
33;0;0;11;5;UP;-3
33;0;1;12;6;DOWN;-3
33;0;0;13;7;UP;-5
33;0;1;14;8;DOWN;-5
33;0;2;15;9;DOWN;-5
33;0;3;16;8;DOWN;-3
33;0;4;17;7;DOWN;-1
33;0;5;18;6;DOWN;1
33;0;4;19;5;UP;1
33;0;5;20;4;DOWN;-1
33;0;6;19;3;DOWN;-3
33;0;7;18;2;DOWN;-5
33;0;6;17;1;UP;-5
33;0;5;16;0;UP;-5
33;0;4;15;1;UP;-3
33;0;5;14;2;DOWN;-3
33;0;4;13;3;UP;-1
33;0;3;12;4;UP;1
33;0;2;11;5;UP;-1
33;0;1;10;6;UP;-3
33;0;0;9;7;UP;-5
33;0;1;8;8;DOWN;-5
33;0;2;7;9;DOWN;-5
33;0;1;6;8;UP;-5
33;0;2;5;7;DOWN;-3
33;0;3;4;6;DOWN;-1
33;0;4;3;5;DOWN;1
33;0;5;2;4;DOWN;-1
33;0;6;1;3;DOWN;-3
33;0;7;0;2;DOWN;-10
33;0;7;1;1;NONE;-6
33;0;6;2;0;UP;-6
33;0;7;3;1;DOWN;-6
33;0;6;4;2;UP;-4
33;0;5;5;3;UP;-2
33;0;6;6;4;DOWN;-2
33;0;7;7;5;DOWN;-2
33;0;6;8;6;UP;1
33;0;5;9;7;UP;1
33;0;4;10;8;UP;-2
33;0;3;11;9;UP;-4
33;0;2;12;8;UP;-4
33;0;1;13;7;UP;-4
33;0;2;14;6;DOWN;-2
33;0;1;15;5;UP;-2
33;0;2;16;4;DOWN;1
33;0;3;17;3;DOWN;1
33;0;2;18;2;UP;1
33;0;1;19;1;UP;1
33;0;2;20;0;DOWN;-2
33;0;3;19;1;DOWN;-2
33;0;2;18;2;UP;1
33;0;1;17;3;UP;1
33;0;0;16;4;UP;-2
33;0;1;15;5;DOWN;-2
33;0;2;14;6;DOWN;-2
33;0;1;13;7;UP;-4
33;0;2;12;8;DOWN;-4
33;0;1;11;9;UP;-6
33;0;2;10;8;DOWN;-4
33;0;3;9;7;DOWN;-2
33;0;4;8;6;DOWN;1
33;0;5;7;5;DOWN;1
33;0;6;6;4;DOWN;-2
33;0;7;5;3;DOWN;-4
33;0;7;4;2;NONE;-5
33;0;7;3;1;NONE;-6
33;0;6;2;0;UP;-6
33;0;5;1;1;UP;-4
33;0;4;0;2;UP;-10
33;0;5;1;3;DOWN;-2
33;0;6;2;4;DOWN;-2
33;0;5;3;5;UP;1
33;0;6;4;6;DOWN;1
33;0;5;5;7;UP;1
33;0;4;6;8;UP;-2
33;0;5;7;9;DOWN;-2
33;0;4;8;8;UP;-2
33;0;5;9;7;DOWN;1
33;0;4;10;6;UP;1
33;0;3;11;5;UP;1
33;0;2;12;4;UP;1
33;0;1;13;3;UP;1
33;0;2;14;2;DOWN;1
33;0;3;15;1;DOWN;-2
33;0;2;16;0;UP;-2
33;0;3;17;1;DOWN;-2
33;0;4;18;2;DOWN;-2
33;0;5;19;3;DOWN;-2
33;0;6;20;4;DOWN;-2
33;0;5;19;5;UP;1
33;0;6;18;6;DOWN;1
33;0;5;17;7;UP;1
33;0;4;16;8;UP;-2
33;0;5;15;9;DOWN;-2
33;0;4;14;8;UP;-2
33;0;5;13;7;DOWN;1
33;0;6;12;6;DOWN;1
33;0;5;11;5;UP;1
33;0;6;10;4;DOWN;-2
33;0;5;9;3;UP;-2
33;0;4;8;2;UP;-2
33;0;5;7;1;DOWN;-4
33;0;6;6;0;DOWN;-6
33;0;5;5;1;UP;-4
33;0;4;4;2;UP;-2
33;0;3;3;3;UP;1
33;0;4;2;4;DOWN;1
33;0;5;1;5;DOWN;1
33;0;4;0;6;UP;10
33;0;5;1;7;DOWN;1
33;0;6;2;8;DOWN;1
33;0;7;3;9;DOWN;1
33;0;6;4;8;UP;1
33;0;7;5;7;DOWN;1
33;0;7;6;6;NONE;-1
33;0;6;7;5;UP;-1
33;0;7;8;4;DOWN;-3
33;0;6;9;3;UP;-3
33;0;5;10;2;UP;-3
33;0;6;11;1;DOWN;-5
33;0;5;12;0;UP;-5
33;0;6;13;1;DOWN;-5
33;0;5;14;2;UP;-3
33;0;4;15;3;UP;-1
33;0;5;16;4;DOWN;-1
33;0;6;17;5;DOWN;-1
33;0;5;18;6;UP;1
33;0;6;19;7;DOWN;1
34;0;0;4;4;NONE;-2
34;0;0;5;5;NONE;-3
34;0;1;6;6;DOWN;-3
34;0;2;7;7;DOWN;-3
34;0;3;8;8;DOWN;-3
34;0;4;9;9;DOWN;-3
34;0;5;10;8;DOWN;-1
34;0;4;11;7;UP;-1
34;0;3;12;6;UP;-1
34;0;2;13;5;UP;-1
34;0;3;14;4;DOWN;1
34;0;2;15;3;UP;1
34;0;3;16;2;DOWN;-1
34;0;2;17;1;UP;-1
34;0;1;18;0;UP;-1
34;0;2;19;1;DOWN;-1
34;0;3;20;2;DOWN;-1
34;0;4;19;3;DOWN;-1
34;0;3;18;4;UP;1
34;0;4;17;5;DOWN;1
34;0;3;16;6;UP;-1
34;0;2;15;7;UP;-3
34;0;1;14;8;UP;-5
34;0;2;13;9;DOWN;-5
34;0;1;12;8;UP;-5
34;0;0;11;7;UP;-5
34;0;0;10;6;NONE;-4
34;0;1;9;5;DOWN;-2
34;0;0;8;4;UP;-2
34;0;0;7;3;NONE;-1
34;0;0;6;2;NONE;1
34;0;1;5;1;DOWN;1
34;0;0;4;0;UP;1
34;0;0;3;1;NONE;1
34;0;1;2;2;DOWN;1
34;0;2;1;3;DOWN;1
34;0;3;0;4;DOWN;10
34;0;2;1;5;UP;-1
34;0;1;2;6;UP;-3
34;0;0;3;7;UP;-5
34;0;0;4;8;NONE;-6
34;0;0;5;9;NONE;-7
34;0;1;6;8;DOWN;-5
34;0;2;7;7;DOWN;-3
34;0;3;8;6;DOWN;-1
34;0;4;9;5;DOWN;1
34;0;5;10;4;DOWN;-1
34;0;6;11;3;DOWN;-3
34;0;7;12;2;DOWN;-5
34;0;6;13;1;UP;-5
34;0;7;14;0;DOWN;-7
34;0;7;15;1;NONE;-6
34;0;7;16;2;NONE;-5
34;0;6;17;3;UP;-3
34;0;7;18;4;DOWN;-3
34;0;6;19;5;UP;-1
34;0;7;20;6;DOWN;-1
34;0;7;19;7;NONE;1
34;0;7;18;8;NONE;1
34;0;6;17;9;UP;-1
34;0;7;16;8;DOWN;1
34;0;6;15;7;UP;1
34;0;5;14;6;UP;1
34;0;6;13;5;DOWN;-1
34;0;5;12;4;UP;-1
34;0;4;11;3;UP;-1
34;0;3;10;2;UP;-1
34;0;2;9;1;UP;-1
34;0;1;8;0;UP;-1
34;0;0;7;1;UP;1
34;0;0;6;2;NONE;1
34;0;1;5;3;DOWN;1
34;0;2;4;4;DOWN;1
34;0;3;3;5;DOWN;1
34;0;4;2;6;DOWN;1
34;0;3;1;7;UP;-2
34;0;4;0;8;DOWN;-10
34;0;3;1;9;UP;-4
34;0;4;2;8;DOWN;-2
34;0;5;3;7;DOWN;1
34;0;4;4;6;UP;1
34;0;3;5;5;UP;1
34;0;4;6;4;DOWN;1
34;0;5;7;3;DOWN;-2
34;0;6;8;2;DOWN;-4
